OWNER,OBJECT_NAME,TABLE_STATUS,ESTIMATED_ROW_COUNT,INGESTION_PK_COLUMNS,INGESTION_DATE_COLUMNS,POTENTIAL_PARTITION_COLS,INGESTION_TYPE
"FAISMGR","RCRAPP1","EXISTS",1642652,"RCRAPP1_SURROGATE_ID","RCRAPP1_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRAPP2","EXISTS",1611164,"RCRAPP2_SURROGATE_ID","RCRAPP2_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRAPP3","EXISTS",1642652,"RCRAPP3_SURROGATE_ID","RCRAPP3_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRAPP4","EXISTS",1642652,"RCRAPP4_SURROGATE_ID","RCRAPP4_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRESAR","EXISTS",1520430,"RCRESAR_SURROGATE_ID","RCRESAR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRIRSF","EXISTS",471562,"RCRIRSF_SURROGATE_ID","RCRIRSF_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRLDS4","EXISTS",800424,"RCRLDS4_SURROGATE_ID","RCRLDS4_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRLDS6","EXISTS",1114285,"RCRLDS6_SURROGATE_ID","RCRLDS6_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRLDS7","EXISTS",16647,"RCRLDS7_SURROGATE_ID","RCRLDS7_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCRLOAD","EXISTS",13554923,"RCRLOAD_SURROGATE_ID","RCRLOAD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RCTLOAD","EXISTS",43,"RCTLOAD_SURROGATE_ID","RCTLOAD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","REBORIG","EXISTS",910,"REBORIG_SURROGATE_ID","REBORIG_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","REBPAYV","EXISTS",62788,"REBPAYV_SURROGATE_ID","REBPAYV_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","REBYTDD","EXISTS",8575,"REBYTDD_SURROGATE_ID","REBYTDD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","REBYTDO","EXISTS",2918,"REBYTDO_SURROGATE_ID","REBYTDO_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RERCBWS","EXISTS",529,"RERCBWS_SURROGATE_ID","RERCBWS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RERCDED","EXISTS",158817,"RERCDED_SURROGATE_ID","RERCDED_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RERCODA","EXISTS",71312,"RERCODA_SURROGATE_ID","RERCODA_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RERCODS","EXISTS",96481,"RERCODS_SURROGATE_ID","RERCODS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RERCSID","EXISTS",86875,"RERCSID_SURROGATE_ID","RERCSID_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RERSPGM","EXISTS",102977,"RERSPGM_SURROGATE_ID","RERSPGM_ACTIVITY_DATE","RERSPGM_TERM_CODE_EFF","date_incremental"
"FAISMGR","RFRASCH","EXISTS",8886,"RFRASCH_SURROGATE_ID","RFRASCH_ACTIVITY_DATE","RFRASCH_TERM_CODE","date_incremental"
"FAISMGR","RFRASPC","EXISTS",10134,"RFRASPC_SURROGATE_ID","RFRASPC_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRBASE","EXISTS",1071,"RFRBASE_SURROGATE_ID","RFRBASE_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRBCMP","EXISTS",0,"RFRBCMP_SURROGATE_ID","RFRBCMP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRCOMM","EXISTS",3001,"RFRCOMM_SURROGATE_ID","RFRCOMM_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRDEFA","EXISTS",2740,"RFRDEFA_SURROGATE_ID","RFRDEFA_ACTIVITY_DATE","RFRDEFA_TERM_CODE","date_incremental"
"FAISMGR","RFRDETC","EXISTS",3041,"RFRDETC_SURROGATE_ID","RFRDETC_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRDLCK","EXISTS",104,"RFRDLCK_SURROGATE_ID","RFRDLCK_ACTIVITY_DATE","RFRDLCK_TERM_CODE","date_incremental"
"FAISMGR","RFRFCAT","EXISTS",685,"RFRFCAT_SURROGATE_ID","RFRFCAT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRMESG","EXISTS",130,"RFRMESG_SURROGATE_ID","RFRMESG_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRPCMP","EXISTS",0,"RFRPCMP_SURROGATE_ID","RFRPCMP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RFRPROM","EXISTS",196169,"RFRPROM_SURROGATE_ID","RFRPROM_ACTIVITY_DATE","RFRPROM_TERM_CODE","date_incremental"
"FAISMGR","RFRTREQ","EXISTS",3,"RFRTREQ_SURROGATE_ID","RFRTREQ_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RHRCOMM","EXISTS",1103789,"RHRCOMM_SURROGATE_ID","RHRCOMM_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRCBID","EXISTS",12784,"RLRCBID_SURROGATE_ID","RLRCBID_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDBOR","EXISTS",12590,"RLRDBOR_SURROGATE_ID","RLRDBOR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDDAS","EXISTS",0,"RLRDDAS_SURROGATE_ID","RLRDDAS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDFEE","EXISTS",40,"RLRDFEE_SURROGATE_ID","RLRDFEE_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDLBN","EXISTS",164209,"RLRDLBN_SURROGATE_ID","RLRDLBN_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDLDB","EXISTS",453385,"RLRDLDB_SURROGATE_ID","RLRDLDB_ACTIVITY_DATE","RLRDLDB_AR_TERM_CODE","date_incremental"
"FAISMGR","RLRDLDD","EXISTS",459475,"RLRDLDD_SURROGATE_ID","RLRDLDD_ACTIVITY_DATE","RLRDLDD_AR_TERM_CODE","date_incremental"
"FAISMGR","RLRDLOG","EXISTS",499182,"RLRDLOG_SURROGATE_ID","RLRDLOG_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDLOR","EXISTS",189009,"RLRDLOR_SURROGATE_ID","RLRDLOR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDLPS","EXISTS",451073,"RLRDLPS_SURROGATE_ID","RLRDLPS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDMPN","EXISTS",162560,"RLRDMPN_SURROGATE_ID","RLRDMPN_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDMPO","EXISTS",36,"RLRDMPO_SURROGATE_ID","RLRDMPO_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDMPR","EXISTS",185973,"RLRDMPR_SURROGATE_ID","RLRDMPR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRDMPS","EXISTS",324,"RLRDMPS_SURROGATE_ID","RLRDMPS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRLOAD","EXISTS",687524,"RLRLOAD_SURROGATE_ID","RLRLOAD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRPAPP","EXISTS",30422,"RLRPAPP_SURROGATE_ID","RLRPAPP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLRPLUS","EXISTS",39868,"RLRPLUS_SURROGATE_ID","RLRPLUS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLTDLOG","EXISTS",186,"RLTDLOG_SURROGATE_ID","RLTDLOG_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RLTUMPN","EXISTS",13254,"RLTUMPN_SURROGATE_ID","RLTUMPN_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RNRTMNT","EXISTS",17247,"RNRTMNT_SURROGATE_ID","RNRTMNT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RNRVRFY","EXISTS",36993,"RNRVRFY_SURROGATE_ID","RNRVRFY_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROBALOG","EXISTS",735446,"ROBALOG_SURROGATE_ID","ROBALOG_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROBAPRD","EXISTS",1419,"ROBAPRD_SURROGATE_ID","ROBAPRD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROBBBAY","EXISTS",53,"ROBBBAY_SURROGATE_ID","ROBBBAY_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROBINST","EXISTS",39,"ROBINST_SURROGATE_ID","ROBINST_ACTIVITY_DATE","ROBINST_CURRENT_TERM_CODE,ROBINST_TERM_CODE_SAP","date_incremental"
"FAISMGR","ROBNYUD","EXISTS",288503,"ROBNYUD_SURROGATE_ID","ROBNYUD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROBPRDS","EXISTS",211,"ROBPRDS_SURROGATE_ID","ROBPRDS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROBUSDF","EXISTS",555454,"ROBUSDF_SURROGATE_ID","ROBUSDF_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORALGS","EXISTS",9666,"RORALGS_SURROGATE_ID","RORALGS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORATND","EXISTS",1249915,"RORATND_SURROGATE_ID","RORATND_ACTIVITY_DATE","RORATND_TERM_CODE","date_incremental"
"FAISMGR","RORBAYD","EXISTS",168,"RORBAYD_SURROGATE_ID","RORBAYD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORBBAY","EXISTS",160,"RORBBAY_SURROGATE_ID","RORBBAY_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORCMPL","EXISTS",12245,"RORCMPL_SURROGATE_ID","RORCMPL_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORENRL","EXISTS",1260166,"RORENRL_SURROGATE_ID","RORENRL_ACTIVITY_DATE","RORENRL_TERM_CODE","date_incremental"
"FAISMGR","RORHOLD","EXISTS",43778,"RORHOLD_SURROGATE_ID","RORHOLD_ACTIVITY_DATE","RORHOLD_TERM_CODE","date_incremental"
"FAISMGR","RORHSDT","EXISTS",4285,"RORHSDT_SURROGATE_ID","RORHSDT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORPOST","EXISTS",6567,"RORPOST_SURROGATE_ID","RORPOST_ACTIVITY_DATE","RORPOST_TERM_CODE","date_incremental"
"FAISMGR","RORPRDS","EXISTS",214,"RORPRDS_SURROGATE_ID","RORPRDS_ACTIVITY_DATE","RORPRDS_TERM_CODE","date_incremental"
"FAISMGR","RORPRST","EXISTS",1182194,"RORPRST_SURROGATE_ID","RORPRST_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORRPCX","EXISTS",319,"RORRPCX_SURROGATE_ID","RORRPCX_ACTIVITY_DATE","RORRPCX_FROM_TERM_CODE,RORRPCX_TO_TERM_CODE","date_incremental"
"FAISMGR","RORSAPR","EXISTS",511291,"RORSAPR_SURROGATE_ID","RORSAPR_ACTIVITY_DATE","RORSAPR_INST_TERM_GPA,RORSAPR_TERM_CODE,RORSAPR_TERM_GPA,RORSAPR_TERM_GPA_HOURS,RORSAPR_TERM_HOURS_ATTEMPT,RORSAPR_TERM_HOURS_EARNED,RORSAPR_TERM_HOURS_PASSED,RORSAPR_TERM_INST_GPA_HOURS,RORSAPR_TERM_INST_HOURS_EARNED,RORSAPR_TERM_INST_HOURS_PASSED,RORSAPR_TERM_INST_HOUR_ATTEMPT,RORSAPR_TERM_INST_PCT_EARNED,RORSAPR_TERM_INST_QUAL_POINTS,RORSAPR_TERM_PERCENT_EARNED,RORSAPR_TERM_QUALITY_POINTS","date_incremental"
"FAISMGR","RORSAYD","EXISTS",137,"RORSAYD_SURROGATE_ID","RORSAYD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORSAYR","EXISTS",141,"RORSAYR_SURROGATE_ID","RORSAYR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORSTAT","EXISTS",631576,"RORSTAT_SURROGATE_ID","RORSTAT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORTPRD","EXISTS",2909,"RORTPRD_SURROGATE_ID","RORTPRD_ACTIVITY_DATE","RORTPRD_TERM_CODE","date_incremental"
"FAISMGR","RORWSQL","EXISTS",330,"RORWSQL_SURROGATE_ID","RORWSQL_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RORWTXT","EXISTS",388,"RORWTXT_SURROGATE_ID","RORWTXT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROTFSAP","EXISTS",156382,"ROTFSAP_SURROGATE_ID","ROTFSAP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROTIDEN","EXISTS",88,"ROTIDEN_SURROGATE_ID","ROTIDEN_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","ROTPERS","EXISTS",88,"ROTPERS_SURROGATE_ID","ROTPERS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPBLPRD","EXISTS",685,"RPBLPRD_SURROGATE_ID","RPBLPRD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRADSB","EXISTS",3013223,"RPRADSB_SURROGATE_ID","RPRADSB_ACTIVITY_DATE","RPRADSB_TERM_CODE","date_incremental"
"FAISMGR","RPRALGR","EXISTS",4561,"RPRALGR_SURROGATE_ID","RPRALGR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRARSC","EXISTS",20434,"RPRARSC_SURROGATE_ID","RPRARSC_ACTIVITY_DATE","RPRARSC_TERM_CODE","date_incremental"
"FAISMGR","RPRATRM","EXISTS",5505260,"RPRATRM_SURROGATE_ID","RPRATRM_ACTIVITY_DATE","RPRATRM_TERM_CODE","date_incremental"
"FAISMGR","RPRAWRD","EXISTS",1851295,"RPRAWRD_SURROGATE_ID","RPRAWRD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRBBAY","EXISTS",88727,"RPRBBAY_SURROGATE_ID","RPRBBAY_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRCNCL","EXISTS",0,"RPRCNCL_SURROGATE_ID","RPRCNCL_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRDLSU","EXISTS",172572,"RPRDLSU_SURROGATE_ID","RPRDLSU_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRFUND","EXISTS",66,"RPRFUND_SURROGATE_ID","RPRFUND_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRGFND","EXISTS",9191,"RPRGFND_SURROGATE_ID","RPRGFND_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRLADB","EXISTS",650606,"RPRLADB_SURROGATE_ID","RPRLADB_ACTIVITY_DATE","RPRLADB_TERM_CODE","date_incremental"
"FAISMGR","RPRLAPP","EXISTS",265525,"RPRLAPP_SURROGATE_ID","RPRLAPP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRLARF","EXISTS",0,"RPRLARF_SURROGATE_ID","RPRLARF_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRLATR","EXISTS",631015,"RPRLATR_SURROGATE_ID","RPRLATR_ACTIVITY_DATE","RPRLATR_TERM_CODE","date_incremental"
"FAISMGR","RPRLCRT","EXISTS",38176,"RPRLCRT_SURROGATE_ID","RPRLCRT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRLECS","EXISTS",53139,"RPRLECS_SURROGATE_ID","RPRLECS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPRRSLT","EXISTS",2312435,"RPRRSLT_SURROGATE_ID","RPRRSLT_ACTIVITY_DATE","RPRRSLT_TERM_CODE","date_incremental"
"FAISMGR","RPRSULA","EXISTS",305609,"RPRSULA_SURROGATE_ID","RPRSULA_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPTUAPP","EXISTS",12903,"RPTUAPP_SURROGATE_ID","RPTUAPP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RPTUECS","EXISTS",3029,"RPTUECS_SURROGATE_ID","RPTUECS_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RRRAREQ","EXISTS",2243310,"RRRAREQ_SURROGATE_ID","RRRAREQ_ACTIVITY_DATE","RRRAREQ_TERM_CODE","date_incremental"
"FAISMGR","RRRGREQ","EXISTS",770,"RRRGREQ_SURROGATE_ID","RRRGREQ_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVABRC","EXISTS",112,"RTVABRC_SURROGATE_ID","RTVABRC_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVALGR","EXISTS",112,"RTVALGR_SURROGATE_ID","RTVALGR_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVAPRD","EXISTS",133,"RTVAPRD_SURROGATE_ID","RTVAPRD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVAWST","EXISTS",13,"RTVAWST_SURROGATE_ID","RTVAWST_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVBBTP","EXISTS",2,"RTVBBTP_SURROGATE_ID","RTVBBTP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVBCAT","EXISTS",16,"RTVBCAT_SURROGATE_ID","RTVBCAT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVFCAT","EXISTS",22,"RTVFCAT_SURROGATE_ID","RTVFCAT_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVFSRC","EXISTS",8,"RTVFSRC_SURROGATE_ID","RTVFSRC_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVFTYP","EXISTS",15,"RTVFTYP_SURROGATE_ID","RTVFTYP_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVHOLD","EXISTS",20,"RTVHOLD_SURROGATE_ID","RTVHOLD_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVINFC","EXISTS",7,"RTVINFC_SURROGATE_ID","RTVINFC_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVINTL","EXISTS",4677,"RTVINTL_SURROGATE_ID","RTVINTL_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVLNST","EXISTS",9,"RTVLNST_SURROGATE_ID","RTVLNST_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVMESG","EXISTS",18,"RTVMESG_SURROGATE_ID","RTVMESG_ACTIVITY_DATE",null,"date_incremental"
"FAISMGR","RTVPBCP","EXISTS",35,"RTVPBCP_SURROGATE_ID","RTVPBCP_ACTIVITY_DATE",null,"date_incremental"
